#	Visible?	Starred?	Identified Proteins (1461)	Accession Number	Alternate ID	Molecular Weight	Protein Grouping Ambiguity	Taxonomy	D676_AT (AT)	D676_CST (CST)	D676_IgG (IgG)	D676_Th (Th)
4.2	TRUE	Empty	    Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3	P35580	MYH10	229 kDa	TRUE	unknown	100	103	105	108
4.3	TRUE	Empty	    Myosin-11 OS=Homo sapiens GN=MYH11 PE=1 SV=3	P35749	MYH11	227 kDa	TRUE	unknown	0	24	25	0
5	TRUE	Empty	Cluster of Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2 (O75369)	O75369 [3]	FLNB	278 kDa	TRUE	unknown	222	247	214	262
5.1	TRUE	Empty	    Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	O75369	FLNB	278 kDa	TRUE	unknown	125	132	115	144
5.2	TRUE	Empty	    Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	P21333	FLNA	281 kDa	TRUE	unknown	107	129	109	132
5.3	TRUE	Empty	    Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	Q14315	FLNC	291 kDa	TRUE	unknown	0	0	0	0
6	TRUE	Empty	"Cluster of Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7 (P05787)"	P05787 [13]	KRT8	54 kDa	TRUE	unknown	199	202	193	217
6.1	TRUE	Empty	"    Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7"	P05787	KRT8	54 kDa	TRUE	unknown	187	193	187	200
6.2	TRUE	Empty	"    Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5"	P08729	KRT7	51 kDa	TRUE	unknown	0	0	0	32
6.3	TRUE	Empty	"    Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=1 SV=4"	P19013	KRT4	57 kDa	TRUE	unknown	0	0	0	0
6.4	TRUE	Empty	"    Keratin, type II cytoskeletal 80 OS=Homo sapiens GN=KRT80 PE=1 SV=2"	Q6KB66	KRT80	51 kDa	TRUE	unknown	37	40	25	28
6.5	TRUE	Empty	"    Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	P04259	KRT6B	60 kDa	TRUE	unknown	0	0	0	18
6.6	TRUE	Empty	"    Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	P35908	KRT2	65 kDa	TRUE	unknown	10	0	7	11
6.7	TRUE	Empty	"    Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3"	P13647	KRT5	62 kDa	TRUE	unknown	0	0	0	7
6.8	TRUE	Empty	"    Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=1 SV=3"	Q7Z794	KRT77	62 kDa	TRUE	unknown	0	0	0	0
6.9	TRUE	Empty	"    Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=1 SV=2"	Q7RTS7	KRT74	58 kDa	TRUE	unknown	0	0	0	0
6.1	TRUE	Empty	"    Keratin, type II cytoskeletal 72 OS=Homo sapiens GN=KRT72 PE=1 SV=2"	Q14CN4	KRT72	56 kDa	TRUE	unknown	0	0	0	6
6.11	TRUE	Empty	"    Keratin, type II cytoskeletal 79 OS=Homo sapiens GN=KRT79 PE=1 SV=2"	Q5XKE5	KRT79	58 kDa	TRUE	unknown	0	0	0	0
6.12	TRUE	Empty	"    Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1"	Q86Y46	KRT73	59 kDa	TRUE	unknown	0	0	0	0
6.13	TRUE	Empty	"    Keratin, type II cytoskeletal 3 OS=Homo sapiens GN=KRT3 PE=1 SV=3"	P12035	KRT3	64 kDa	TRUE	unknown	0	0	0	0
7	TRUE	Empty	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	Q15149	PLEC	532 kDa	TRUE	unknown	168	174	173	168
8	TRUE	Empty	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	Q09666	AHNAK	629 kDa		unknown	119	119	127	122
9	TRUE	Empty	Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2	Q7Z406	MYH14	228 kDa	TRUE	unknown	103	102	96	103
10	TRUE	Empty	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	P49327	FASN	273 kDa		unknown	90	107	83	97
11	TRUE	Empty	Cluster of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 (Q00610)	Q00610 [2]	CLTC	192 kDa	TRUE	unknown	71	64	64	79
11.1	TRUE	Empty	    Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	Q00610	CLTC	192 kDa	TRUE	unknown	71	64	64	79
11.2	TRUE	Empty	    Clathrin heavy chain 2 OS=Homo sapiens GN=CLTCL1 PE=1 SV=2	P53675	CLTCL1	187 kDa	TRUE	unknown	0	0	0	0
12	TRUE	Empty	Cluster of Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1 (P46940)	P46940 [2]	IQGAP1	189 kDa	TRUE	unknown	60	60	59	60
12.1	TRUE	Empty	    Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	P46940	IQGAP1	189 kDa	TRUE	unknown	60	60	59	59
12.2	TRUE	Empty	    Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4	Q13576	IQGAP2	181 kDa	TRUE	unknown	0	0	0	0
13	TRUE	Empty	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3"	Q13813	SPTAN1	285 kDa		unknown	61	52	64	67
14	TRUE	Empty	Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	P15924	DSP	332 kDa		unknown	58	62	48	65
15	TRUE	Empty	Cluster of Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1 (P35221)	P35221 [3]	CTNNA1	100 kDa	TRUE	unknown	49	58	55	55
15.1	TRUE	Empty	    Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1	P35221	CTNNA1	100 kDa	TRUE	unknown	46	54	53	52
15.2	TRUE	Empty	    Catenin alpha-2 OS=Homo sapiens GN=CTNNA2 PE=1 SV=5	P26232	CTNNA2	105 kDa	TRUE	unknown	12	13	12	10
15.3	TRUE	Empty	    Catenin alpha-3 OS=Homo sapiens GN=CTNNA3 PE=1 SV=2	Q9UI47	CTNNA3	100 kDa	TRUE	unknown	0	0	0	0
16	TRUE	Empty	Cluster of Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4 (P15311)	P15311 [3]	EZR	69 kDa	TRUE	unknown	54	56	49	54
16.1	TRUE	Empty	    Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	P15311	EZR	69 kDa	TRUE	unknown	42	41	39	44
16.2	TRUE	Empty	    Radixin OS=Homo sapiens GN=RDX PE=1 SV=1	P35241	RDX	69 kDa	TRUE	unknown	27	30	22	26
16.3	TRUE	Empty	    Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	P26038	MSN	68 kDa	TRUE	unknown	0	0	13	0
17	TRUE	Empty	Cluster of Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2 (P07437)	P07437 [9]	TUBB	50 kDa	TRUE	unknown	53	55	45	52
17.1	TRUE	Empty	    Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	P07437	TUBB	50 kDa	TRUE	unknown	37	42	33	36
17.2	TRUE	Empty	    Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	P68371	TUBB4B	50 kDa	TRUE	unknown	34	37	30	32
17.3	TRUE	Empty	    Tubulin beta-2B chain OS=Homo sapiens GN=TUBB2B PE=1 SV=1	Q9BVA1	TUBB2B	50 kDa	TRUE	unknown	33	34	27	27
17.4	TRUE	Empty	    Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1	Q13885	TUBB2A	50 kDa	TRUE	unknown	0	0	0	0
17.5	TRUE	Empty	    Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	P04350	TUBB4A	50 kDa	TRUE	unknown	28	30	25	27
17.6	TRUE	Empty	    Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	Q13509	TUBB3	50 kDa	TRUE	unknown	27	26	23	21
17.7	TRUE	Empty	    Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1	Q9BUF5	TUBB6	50 kDa	TRUE	unknown	16	18	16	15
17.8	TRUE	Empty	    Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=2	Q3ZCM7	TUBB8	50 kDa	TRUE	unknown	0	0	0	0
17.9	TRUE	Empty	    Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1	Q9H4B7	TUBB1	50 kDa	TRUE	unknown	0	0	0	0
18	TRUE	Empty	Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4	Q14160	SCRIB	175 kDa	TRUE	unknown	48	61	52	49
19	TRUE	Empty	"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2"	Q01082	SPTBN1	275 kDa	TRUE	unknown	52	47	49	50
20	TRUE	Empty	Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2	P58107	EPPK1	556 kDa	TRUE	unknown	48	55	41	51
21	TRUE	Empty	Cingulin OS=Homo sapiens GN=CGN PE=1 SV=2	Q9P2M7	CGN	136 kDa		unknown	52	52	46	49
22	TRUE	Empty	Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	Q07157	TJP1	195 kDa	TRUE	unknown	43	50	43	46
23	TRUE	Empty	Cluster of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 (P07900)	P07900 [5]	HSP90AA1	85 kDa	TRUE	unknown	43	45	37	45
23.1	TRUE	Empty	    Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	P07900	HSP90AA1	85 kDa	TRUE	unknown	25	27	22	27
23.2	TRUE	Empty	    Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	P08238	HSP90AB1	83 kDa	TRUE	unknown	24	24	23	27
23.3	TRUE	Empty	    Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2	Q58FF8	HSP90AB2P	44 kDa	TRUE	unknown	7	6	6	0
23.4	TRUE	Empty	    Heat shock protein HSP 90-alpha A2 OS=Homo sapiens GN=HSP90AA2P PE=1 SV=2	Q14568	HSP90AA2P	39 kDa	TRUE	unknown	0	0	0	0
23.5	TRUE	Empty	    Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1	Q58FF6	HSP90AB4P	58 kDa	TRUE	unknown	4	3	2	0
24	TRUE	Empty	Synaptopodin-2 OS=Homo sapiens GN=SYNPO2 PE=1 SV=2	Q9UMS6	SYNPO2	118 kDa	TRUE	unknown	44	47	44	49
25	TRUE	Empty	Afadin OS=Homo sapiens GN=AFDN PE=1 SV=3	P55196	AFDN	207 kDa		unknown	41	40	43	45
26	TRUE	Empty	Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4	P18206	VCL	124 kDa		unknown	36	40	43	37
27	TRUE	Empty	Cluster of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2 (P09493)	P09493 [3]	TPM1	33 kDa	TRUE	unknown	41	33	38	34
27.1	TRUE	Empty	    Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2	P09493	TPM1	33 kDa	TRUE	unknown	24	20	22	19
27.2	TRUE	Empty	    Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3	P67936	TPM4	29 kDa	TRUE	unknown	23	17	22	18
27.3	TRUE	Empty	    Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1	P07951	TPM2	33 kDa	TRUE	unknown	16	13	13	11
28	TRUE	Empty	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	P04264	KRT1	66 kDa	TRUE	unknown	32	27	38	39
29	TRUE	Empty	Cluster of Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 (P11142)	P11142 [2]	HSPA8	71 kDa	TRUE	unknown	31	39	35	38
29.1	TRUE	Empty	    Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	P11142	HSPA8	71 kDa	TRUE	unknown	31	39	35	38
29.2	TRUE	Empty	    Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1	P54652	HSPA2	70 kDa	TRUE	unknown	0	0	0	0
30	TRUE	Empty	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	P13639	EEF2	95 kDa	TRUE	unknown	34	37	34	33
31	TRUE	Empty	Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1	P35222	CTNNB1	85 kDa	TRUE	unknown	31	33	32	31
32	TRUE	Empty	Cluster of Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1 (P68363)	P68363 [5]	TUBA1B	50 kDa	TRUE	unknown	32	32	25	34
32.1	TRUE	Empty	    Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	P68363	TUBA1B	50 kDa	TRUE	unknown	30	29	23	31
32.2	TRUE	Empty	    Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	P68366	TUBA4A	50 kDa	TRUE	unknown	0	0	0	0
32.3	TRUE	Empty	    Tubulin alpha-8 chain OS=Homo sapiens GN=TUBA8 PE=1 SV=1	Q9NY65	TUBA8	50 kDa	TRUE	unknown	0	0	0	0
32.4	TRUE	Empty	    Tubulin alpha-3E chain OS=Homo sapiens GN=TUBA3E PE=1 SV=2	Q6PEY2	TUBA3E	50 kDa	TRUE	unknown	19	20	12	19
32.5	TRUE	Empty	    Putative tubulin-like protein alpha-4B OS=Homo sapiens GN=TUBA4B PE=5 SV=2	Q9H853	TUBA4B	28 kDa	TRUE	unknown	0	0	5	4
33	TRUE	Empty	Cluster of Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1 (P0DMV9)	P0DMV9 [3]	HSPA1B	70 kDa	TRUE	unknown	29	33	32	28
33.1	TRUE	Empty	    Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1	P0DMV9	HSPA1B	70 kDa	TRUE	unknown	24	28	27	24
33.2	TRUE	Empty	    Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2	P34931	HSPA1L	70 kDa	TRUE	unknown	0	0	0	0
33.3	TRUE	Empty	    Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	P17066	HSPA6	71 kDa	TRUE	unknown	10	9	10	8
34	TRUE	Empty	Cluster of Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1 (Q5VTE0)	Q5VTE0 [2]	EEF1A1P5	50 kDa	TRUE	unknown	28	31	27	36
34.1	TRUE	Empty	    Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1	Q5VTE0	EEF1A1P5	50 kDa	TRUE	unknown	28	30	27	34
34.2	TRUE	Empty	    Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	P68104	EEF1A1	50 kDa	TRUE	unknown	27	31	27	34
35	TRUE	Empty	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	P04792	HSPB1	23 kDa		unknown	28	28	29	30
36	TRUE	Empty	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	P14923	JUP	82 kDa	TRUE	unknown	27	29	27	27
37	TRUE	Empty	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	Q05639	EEF1A2	50 kDa	TRUE	unknown	22	29	27	29
38	TRUE	Empty	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1	O14974	PPP1R12A	115 kDa	TRUE	unknown	25	31	23	31
39	TRUE	Empty	Cluster of 14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 (P63104)	P63104 [6]	YWHAZ	28 kDa	TRUE	unknown	26	28	26	24
39.1	TRUE	Empty	    14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1	P63104	YWHAZ	28 kDa	TRUE	unknown	12	14	11	12
39.2	TRUE	Empty	    14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2	P61981	YWHAG	28 kDa	TRUE	unknown	7	8	8	9
39.3	TRUE	Empty	    14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1	P27348	YWHAQ	28 kDa	TRUE	unknown	8	9	8	9
39.4	TRUE	Empty	    14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3	P31946	YWHAB	28 kDa	TRUE	unknown	6	7	6	7
39.5	TRUE	Empty	    14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4	Q04917	YWHAH	28 kDa	TRUE	unknown	5	5	6	6
39.6	TRUE	Empty	    14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1	P31947	SFN	28 kDa	TRUE	unknown	0	5	7	6
40	TRUE	Empty	Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2	O95425	SVIL	248 kDa		unknown	27	27	29	26
41	TRUE	Empty	Cluster of Protein Shroom2 OS=Homo sapiens GN=SHROOM2 PE=1 SV=1 (Q13796)	Q13796 [3]	SHROOM2	176 kDa	TRUE	unknown	26	32	24	25
41.1	TRUE	Empty	    Protein Shroom2 OS=Homo sapiens GN=SHROOM2 PE=1 SV=1	Q13796	SHROOM2	176 kDa	TRUE	unknown	19	21	18	17
41.2	TRUE	Empty	    Protein Shroom3 OS=Homo sapiens GN=SHROOM3 PE=1 SV=2	Q8TF72	SHROOM3	217 kDa	TRUE	unknown	10	13	9	10
41.3	TRUE	Empty	    Protein Shroom4 OS=Homo sapiens GN=SHROOM4 PE=1 SV=3	Q9ULL8	SHROOM4	165 kDa	TRUE	unknown	0	0	0	0
42	TRUE	Empty	Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP PE=1 SV=3	Q6WCQ1	MPRIP	117 kDa	TRUE	unknown	23	26	25	28
43	TRUE	Empty	Cluster of Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 (P04406)	P04406 [2]	GAPDH	36 kDa	TRUE	unknown	24	26	25	28
43.1	TRUE	Empty	    Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	P04406	GAPDH	36 kDa	TRUE	unknown	24	26	25	27
43.2	TRUE	Empty	"    Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens GN=GAPDHS PE=1 SV=2"	O14556	GAPDHS	45 kDa	TRUE	unknown	0	0	0	0
44	TRUE	Empty	Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4	Q16643	DBN1	71 kDa		unknown	32	33	23	26
45	TRUE	Empty	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	P06396	GSN	86 kDa		unknown	29	26	24	29
46	TRUE	Empty	Cluster of AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1 (P63010)	P63010 [2]	AP2B1	105 kDa	TRUE	unknown	25	26	32	23
46.1	TRUE	Empty	    AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1	P63010	AP2B1	105 kDa	TRUE	unknown	24	26	30	23
46.2	TRUE	Empty	    AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2	Q10567	AP1B1	105 kDa	TRUE	unknown	8	10	10	8
47	TRUE	Empty	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	P14618	PKM	58 kDa		unknown	26	24	24	25
48	TRUE	Empty	Plakophilin-4 OS=Homo sapiens GN=PKP4 PE=1 SV=2	Q99569	PKP4	132 kDa	TRUE	unknown	26	23	23	25
49	TRUE	Empty	Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=2	Q9UDY2	TJP2	134 kDa	TRUE	unknown	22	25	25	26
50	TRUE	Empty	Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1	Q9Y446	PKP3	87 kDa		unknown	22	25	19	24
51	TRUE	Empty	Cluster of Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3 (P37802)	P37802 [2]	TAGLN2	22 kDa	TRUE	unknown	23	23	20	24
51.1	TRUE	Empty	    Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	P37802	TAGLN2	22 kDa	TRUE	unknown	23	23	19	24
51.2	TRUE	Empty	    Transgelin-3 OS=Homo sapiens GN=TAGLN3 PE=1 SV=2	Q9UI15	TAGLN3	22 kDa	TRUE	unknown	0	0	4	0
52	TRUE	Empty	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	P10809	HSPD1	61 kDa		unknown	30	22	31	28
