#	Visible?	Starred?	Identified Proteins (1976)	Accession Number	Alternate ID	Molecular Weight	Protein Grouping Ambiguity	Taxonomy	1	2	3	4	5	6	7	8	9
2.17	TRUE	Empty	"    Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=1 SV=2"	Q7RTS7	KRT74	58 kDa	TRUE	unknown	7	7	0	0	5	0	3	4	0
2.18	TRUE	Empty	"    Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1"	Q86Y46	KRT73	59 kDa	TRUE	unknown	0	0	0	2	5	0	0	0	4
2.19	TRUE	Empty	"    Keratin, type II cytoskeletal 71 OS=Homo sapiens GN=KRT71 PE=1 SV=3"	Q3SY84	KRT71	57 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.2	TRUE	Empty	    Desmin OS=Homo sapiens GN=DES PE=1 SV=3	P17661	DES	54 kDa	TRUE	unknown	0	0	0	0	3	0	0	0	0
2.21	TRUE	Empty	    Peripherin OS=Homo sapiens GN=PRPH PE=1 SV=2	P41219	PRPH	54 kDa	TRUE	unknown	0	0	0	0	0	0	3	0	0
2.22	TRUE	Empty	    Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	P08670	VIM	54 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
3	TRUE	Empty	"Cluster of Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1 (P60709)"	P60709 [10]	ACTB	42 kDa	TRUE	unknown	668	723	533	115	77	65	54	51	48
3.1	TRUE	Empty	"    Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1"	P60709	ACTB	42 kDa	TRUE	unknown	589	648	465	105	69	57	50	48	44
3.2	TRUE	Empty	"    Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1"	P63261	ACTG1	42 kDa	TRUE	unknown	567	619	458	100	67	58	49	47	43
3.3	TRUE	Empty	"    Actin, alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1"	P68032	ACTC1	42 kDa	TRUE	unknown	252	284	210	32	24	24	22	21	19
3.4	TRUE	Empty	    POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3	Q6S8J3	POTEE	121 kDa	TRUE	unknown	213	222	166	65	37	29	23	22	18
3.5	TRUE	Empty	"    Actin, aortic smooth muscle OS=Homo sapiens GN=ACTA2 PE=1 SV=1"	P62736	ACTA2	42 kDa	TRUE	unknown	228	256	187	29	22	20	20	18	16
3.6	TRUE	Empty	    POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2	A5A3E0	POTEF	121 kDa	TRUE	unknown	157	153	102	19	15	12	12	12	11
3.7	TRUE	Empty	    Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2	Q562R1	ACTBL2	42 kDa	TRUE	unknown	120	116	85	11	9	6	9	9	7
3.8	TRUE	Empty	    POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1	P0CG38	POTEI	121 kDa	TRUE	unknown	113	115	79	19	13	12	12	10	11
3.9	TRUE	Empty	    Putative beta-actin-like protein 3 OS=Homo sapiens GN=POTEKP PE=5 SV=1	Q9BYX7	POTEKP	42 kDa	TRUE	unknown	125	107	72	9	10	8	8	8	7
3.1	TRUE	Empty	    POTE ankyrin domain family member J OS=Homo sapiens GN=POTEJ PE=3 SV=1	P0CG39	POTEJ	117 kDa	TRUE	unknown	110	107	72	15	11	10	10	9	10
4	TRUE	Empty	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	Q15149	PLEC	532 kDa	TRUE	unknown	218	224	222	36	35	53	56	62	51
5	TRUE	Empty	Cluster of Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2 (O75369)	O75369 [3]	FLNB	278 kDa	TRUE	unknown	223	209	206	29	49	39	42	65	39
5.1	TRUE	Empty	    Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	O75369	FLNB	278 kDa	TRUE	unknown	127	123	111	11	24	19	15	30	14
5.2	TRUE	Empty	    Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	P21333	FLNA	281 kDa	TRUE	unknown	107	96	105	21	29	24	28	39	28
5.3	TRUE	Empty	    Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	Q14315	FLNC	291 kDa	TRUE	unknown	0	15	0	0	0	0	0	0	0
6	TRUE	Empty	Cluster of Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2 (O43707)	O43707 [4]	ACTN4	105 kDa	TRUE	unknown	235	240	198	19	26	16	19	31	12
6.1	TRUE	Empty	    Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	O43707	ACTN4	105 kDa	TRUE	unknown	163	171	131	15	21	12	15	24	12
6.2	TRUE	Empty	    Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2	P12814	ACTN1	103 kDa	TRUE	unknown	114	115	103	12	13	9	9	15	6
6.3	TRUE	Empty	    Alpha-actinin-2 OS=Homo sapiens GN=ACTN2 PE=1 SV=1	P35609	ACTN2	104 kDa	TRUE	unknown	39	40	29	0	5	0	4	0	0
6.4	TRUE	Empty	    Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=2	Q08043	ACTN3	103 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
7	TRUE	Empty	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	P49327	FASN	273 kDa		unknown	108	113	122	46	63	70	60	78	64
8	TRUE	Empty	Cluster of Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 (P35579)	P35579 [3]	MYH9	227 kDa	TRUE	unknown	201	207	196	10	18	19	18	17	8
8.1	TRUE	Empty	    Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4	P35579	MYH9	227 kDa	TRUE	unknown	142	148	139	9	17	18	16	17	8
8.2	TRUE	Empty	    Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3	P35580	MYH10	229 kDa	TRUE	unknown	73	74	70	1	0	3	2	1	0
8.3	TRUE	Empty	    Myosin-11 OS=Homo sapiens GN=MYH11 PE=1 SV=3	P35749	MYH11	227 kDa	TRUE	unknown	0	0	0	0	1	0	0	0	0
9	TRUE	Empty	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	P04264	KRT1	66 kDa	TRUE	unknown	28	17	24	49	88	81	91	67	82
10	TRUE	Empty	Cluster of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 (Q00610)	Q00610 [2]	CLTC	192 kDa	TRUE	unknown	91	86	92	22	24	25	31	55	28
10.1	TRUE	Empty	    Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	Q00610	CLTC	192 kDa	TRUE	unknown	91	86	92	22	24	25	31	54	27
10.2	TRUE	Empty	    Clathrin heavy chain 2 OS=Homo sapiens GN=CLTCL1 PE=1 SV=2	P53675	CLTCL1	187 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
11	TRUE	Empty	Cluster of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 (P07900)	P07900 [7]	HSP90AA1	85 kDa	TRUE	unknown	52	50	56	43	40	52	46	49	44
11.1	TRUE	Empty	    Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	P07900	HSP90AA1	85 kDa	TRUE	unknown	32	30	35	29	26	33	33	31	28
11.2	TRUE	Empty	    Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	P08238	HSP90AB1	83 kDa	TRUE	unknown	32	30	33	26	25	34	29	33	29
11.3	TRUE	Empty	    Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2	Q58FF8	HSP90AB2P	44 kDa	TRUE	unknown	0	0	7	9	7	12	9	9	10
11.4	TRUE	Empty	    Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1	Q58FF6	HSP90AB4P	58 kDa	TRUE	unknown	0	4	0	6	0	0	0	0	6
11.5	TRUE	Empty	    Putative heat shock protein HSP 90-alpha A5 OS=Homo sapiens GN=HSP90AA5P PE=2 SV=1	Q58FG0	HSP90AA5P	39 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
11.6	TRUE	Empty	    Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1	Q58FG1	HSP90AA4P	48 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
11.7	TRUE	Empty	    Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	P14625	HSP90B1	92 kDa	TRUE	unknown	2	2	3	0	0	0	0	2	0
12	TRUE	Empty	Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2	P58107	EPPK1	556 kDa	TRUE	unknown	70	81	91	24	22	24	29	29	19
13	TRUE	Empty	Cingulin OS=Homo sapiens GN=CGN PE=1 SV=2	Q9P2M7	CGN	136 kDa		unknown	43	43	52	14	68	79	23	11	15
14	TRUE	Empty	Cluster of Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 (P11142)	P11142 [2]	HSPA8	71 kDa	TRUE	unknown	29	42	42	33	42	36	37	45	27
14.1	TRUE	Empty	    Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	P11142	HSPA8	71 kDa	TRUE	unknown	29	42	42	33	41	35	37	44	27
14.2	TRUE	Empty	    Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1	P54652	HSPA2	70 kDa	TRUE	unknown	0	0	0	11	11	11	11	0	11
15	TRUE	Empty	Cluster of Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2 (P07437)	P07437 [9]	TUBB	50 kDa	TRUE	unknown	53	60	65	19	33	26	27	29	20
15.1	TRUE	Empty	    Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	P07437	TUBB	50 kDa	TRUE	unknown	35	37	44	13	23	18	18	23	15
15.2	TRUE	Empty	    Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	P68371	TUBB4B	50 kDa	TRUE	unknown	34	36	42	16	21	19	21	21	14
15.3	TRUE	Empty	    Tubulin beta-2B chain OS=Homo sapiens GN=TUBB2B PE=1 SV=1	Q9BVA1	TUBB2B	50 kDa	TRUE	unknown	31	34	38	12	20	14	16	16	11
15.4	TRUE	Empty	    Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	P04350	TUBB4A	50 kDa	TRUE	unknown	28	29	35	13	18	16	18	18	11
15.5	TRUE	Empty	    Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	Q13509	TUBB3	50 kDa	TRUE	unknown	23	28	26	8	13	12	12	13	8
15.6	TRUE	Empty	    Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1	Q9BUF5	TUBB6	50 kDa	TRUE	unknown	11	14	18	7	10	7	8	10	6
15.7	TRUE	Empty	    Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=2	Q3ZCM7	TUBB8	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
15.8	TRUE	Empty	    Tubulin beta-8 chain-like protein LOC260334 OS=Homo sapiens PE=1 SV=1	A6NNZ2		50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
15.9	TRUE	Empty	    Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1	Q9H4B7	TUBB1	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
16	TRUE	Empty	Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	P15924	DSP	332 kDa		unknown	71	66	77	5	30	26	21	15	15
17	TRUE	Empty	"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	P35527	KRT9	62 kDa	TRUE	unknown	2	0	0	25	60	79	47	47	52
18	TRUE	Empty	Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2	Q7Z406	MYH14	228 kDa	TRUE	unknown	100	97	78	1	7	4	0	0	2
19	TRUE	Empty	"Cluster of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2 (Q01082)"	Q01082 [3]	SPTBN1	275 kDa	TRUE	unknown	102	96	85	3	0	0	1	2	4
19.1	TRUE	Empty	"    Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2"	Q01082	SPTBN1	275 kDa	TRUE	unknown	86	79	65	2	0	0	1	1	4
19.2	TRUE	Empty	"    Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3"	O15020	SPTBN2	271 kDa	TRUE	unknown	25	25	27	0	0	0	0	0	0
19.3	TRUE	Empty	"    Spectrin beta chain, erythrocytic OS=Homo sapiens GN=SPTB PE=1 SV=5"	P11277	SPTB	246 kDa	TRUE	unknown	0	0	0	1	0	0	0	0	0
20	TRUE	Empty	Glucocorticoid receptor OS=Homo sapiens GN=NR3C1 PE=1 SV=1	P04150	NR3C1	86 kDa	TRUE	unknown	17	15	6	41	59	32	52	48	26
21	TRUE	Empty	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	Q09666	AHNAK	629 kDa		unknown	96	90	71	4	9	8	9	20	5
22	TRUE	Empty	Cluster of Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1 (P68363)	P68363 [5]	TUBA1B	50 kDa	TRUE	unknown	45	51	49	19	21	18	17	19	18
22.1	TRUE	Empty	    Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	P68363	TUBA1B	50 kDa	TRUE	unknown	41	48	46	18	19	18	15	17	17
22.2	TRUE	Empty	    Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	Q9BQE3	TUBA1C	50 kDa	TRUE	unknown	36	42	41	18	19	18	15	17	17
22.3	TRUE	Empty	    Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	P68366	TUBA4A	50 kDa	TRUE	unknown	28	35	35	15	14	14	11	13	11
22.4	TRUE	Empty	    Tubulin alpha-3E chain OS=Homo sapiens GN=TUBA3E PE=1 SV=2	Q6PEY2	TUBA3E	50 kDa	TRUE	unknown	23	24	25	12	12	11	10	11	10
22.5	TRUE	Empty	    Putative tubulin-like protein alpha-4B OS=Homo sapiens GN=TUBA4B PE=5 SV=2	Q9H853	TUBA4B	28 kDa	TRUE	unknown	3	0	0	2	3	0	3	3	3
23	TRUE	Empty	Cluster of Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1 (P0DMV8)	P0DMV8 [3]	HSPA1A	70 kDa	TRUE	unknown	32	34	35	21	25	22	24	28	21
23.1	TRUE	Empty	    Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1	P0DMV8	HSPA1A	70 kDa	TRUE	unknown	28	29	30	18	19	17	20	24	17
23.2	TRUE	Empty	    Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2	P34931	HSPA1L	70 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
23.3	TRUE	Empty	    Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	P17066	HSPA6	71 kDa	TRUE	unknown	8	9	11	6	8	8	7	8	8
24	TRUE	Empty	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3"	Q13813	SPTAN1	285 kDa		unknown	83	84	84	0	0	0	0	0	0
25	TRUE	Empty	Cluster of Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1 (P46940)	P46940 [2]	IQGAP1	189 kDa	TRUE	unknown	75	67	69	2	1	3	2	3	0
25.1	TRUE	Empty	    Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	P46940	IQGAP1	189 kDa	TRUE	unknown	75	67	68	2	1	1	1	3	0
25.2	TRUE	Empty	    Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4	Q13576	IQGAP2	181 kDa	TRUE	unknown	0	0	4	0	0	2	1	0	0
26	TRUE	Empty	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	Q13263	TRIM28	89 kDa		unknown	22	24	25	20	38	14	27	39	16
27	TRUE	Empty	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	P13639	EEF2	95 kDa	TRUE	unknown	42	41	46	16	13	14	18	18	17
28	TRUE	Empty	Cluster of Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 (P68104)	P68104 [2]	EEF1A1	50 kDa	TRUE	unknown	41	33	35	16	14	16	15	20	15
28.1	TRUE	Empty	    Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	P68104	EEF1A1	50 kDa	TRUE	unknown	34	27	29	12	11	11	10	13	11
28.2	TRUE	Empty	    Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	Q05639	EEF1A2	50 kDa	TRUE	unknown	30	21	24	13	11	13	12	16	12
29	TRUE	Empty	Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2	Q92900	UPF1	124 kDa		unknown	5	3	2	13	42	64	40	26	33
30	TRUE	Empty	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	Q14204	DYNC1H1	532 kDa		unknown	25	30	26	0	8	6	58	46	32
31	TRUE	Empty	Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97 PE=1 SV=1	Q8IW35	CEP97	97 kDa		unknown	0	1	2	25	44	47	34	26	28
32	TRUE	Empty	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	P02545	LMNA	74 kDa	TRUE	unknown	30	29	30	6	24	16	20	26	18
33	TRUE	Empty	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	P04792	HSPB1	23 kDa		unknown	31	31	32	13	19	17	18	21	14
34	TRUE	Empty	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	P61978	HNRNPK	51 kDa		unknown	22	19	23	16	22	19	24	29	20
35	TRUE	Empty	Cluster of Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4 (P14618)	P14618 [2]	PKM	58 kDa	TRUE	unknown	32	30	35	13	14	14	17	16	16
35.1	TRUE	Empty	    Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	P14618	PKM	58 kDa	TRUE	unknown	32	30	35	13	14	14	17	16	16
35.2	TRUE	Empty	    Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2	P30613	PKLR	62 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
